object_id,lmax,error
1485,4,7.634062423448789
1485,8,4.750972566336124
1485,12,3.6328884072753125
1485,16,3.0456844705940993
1485,20,2.7114328340031357
1485,24,2.4154406815491285
1485,28,2.205344670055926
1485,32,2.127583071988285
1485,36,2.024790099646389
3709,4,6.2511698165171845
3709,8,3.971776232556702
3709,12,3.110478792499251
3709,16,2.4913486305139894
3709,20,2.375351539775891
3709,24,2.097435463251611
3709,28,1.984919026474843
3709,32,1.8731495563458058
3709,36,1.7777566918337886
529,4,7.202979087718256
529,8,4.381314106751463
529,12,3.3176800221442204
529,16,2.8162217992467684
529,20,2.4886889505847423
529,24,2.2815934306536714
529,28,2.1456478312133087
529,32,2.0217073494569617
529,36,1.9102445722978978
8303,4,6.087678393687598
8303,8,3.9768707158885466
8303,12,3.0711337862401877
8303,16,2.646907886743809
8303,20,2.4336975203292113
8303,24,2.1680882565841375
8303,28,2.0062430791536414
8303,32,1.8725086220253184
8303,36,1.7670443255237633
7034,4,8.732009691833296
7034,8,5.349131235464964
7034,12,3.979547041694195
7034,16,3.3357852051057755
7034,20,2.8690189586989687
7034,24,2.572655479774132
7034,28,2.3605797620698206
7034,32,2.2061354853967896
7034,36,2.0672531637100153
7277,4,5.91463968385291
7277,8,3.7969969651473816
7277,12,3.1021230341074064
7277,16,2.6108829886082963
7277,20,2.3730458535806034
7277,24,2.0989785742607734
7277,28,1.9345700455306256
7277,32,1.8469984765212442
7277,36,1.7496883001629866
4978,4,7.954408271346882
4978,8,4.711522369908795
4978,12,3.5043441949156446
4978,16,2.9773364895286965
4978,20,2.654822018131461
4978,24,2.4117502729985087
4978,28,2.270217796951033
4978,32,2.111191429453961
4978,36,1.9757329944196194
1696,4,8.364440885588946
1696,8,5.217350843872663
1696,12,3.965366285356429
1696,16,3.260958231517269
1696,20,2.865305918288781
1696,24,2.616357633489319
1696,28,2.3700291114249943
1696,32,2.189712685892048
1696,36,2.0598327372710625
5533,4,6.881954231974573
5533,8,4.018084782638897
5533,12,3.1525938835742457
5533,16,2.712007798228783
5533,20,2.3534122932504786
5533,24,2.136534181480296
5533,28,1.9933523654440048
5533,32,1.863153486697582
5533,36,1.772449544486636
8024,4,7.665994124222148
8024,8,4.356658409528173
8024,12,3.299754382607516
8024,16,2.8082072861562044
8024,20,2.448750711175595
8024,24,2.2167566023259764
8024,28,2.1059577053385525
8024,32,1.9897819445814575
8024,36,1.8791686509931351
1085,4,6.480865572692934
1085,8,4.18436860699449
1085,12,3.247865525592176
1085,16,2.779524888721239
1085,20,2.4187698804551747
1085,24,2.241092940048941
1085,28,2.04444929069439
1085,32,1.9442829793164054
1085,36,1.8322264530884755
5378,4,6.797581567059972
5378,8,4.2202417243806885
5378,12,3.2150675442738312
5378,16,2.794727879908253
5378,20,2.4635577706937952
5378,24,2.2181261169005673
5378,28,2.079489449114952
5378,32,1.9258158004368933
5378,36,1.8399619045677473
5963,4,7.438120677545852
5963,8,4.670425341806341
5963,12,3.6250868231670603
5963,16,3.0288461474706287
5963,20,2.6956140374980393
5963,24,2.44827782110686
5963,28,2.2528922137262137
5963,32,2.130543816395813
5963,36,2.017883433026064
4413,4,6.927369552205718
4413,8,4.323913433091586
4413,12,3.31016023762952
4413,16,2.877782578720705
4413,20,2.5293561196801497
4413,24,2.2790138863744023
4413,28,2.085811720576676
4413,32,1.9504850774346234
4413,36,1.8497383230909208
6228,4,6.564817083477908
6228,8,3.9202530120069428
6228,12,3.1050121083867905
6228,16,2.4960480126980986
6228,20,2.346111728409347
6228,24,2.147157584710587
6228,28,1.9896742759538868
6228,32,1.8720564300566491
6228,36,1.762657442045854
3044,4,7.277518639924571
3044,8,4.323654485418134
3044,12,3.3151935870763265
3044,16,2.8602155124653628
3044,20,2.5549171447722783
3044,24,2.3082099425337987
3044,28,2.148569735196014
3044,32,2.013722933338294
3044,36,1.894484038328504
1170,4,6.991189038613535
1170,8,4.312906231040393
1170,12,3.3363733821094073
1170,16,2.816554000432923
1170,20,2.4676560536568455
1170,24,2.263580321579889
1170,28,2.0841415697513845
1170,32,1.9409789424428232
1170,36,1.8548472476033349
6482,4,7.746789260435165
6482,8,4.82879025852792
6482,12,3.7045936112286943
6482,16,3.089652438909576
6482,20,2.7024401810726935
6482,24,2.490856832406362
6482,28,2.31474225788576
6482,32,2.1807466400546995
6482,36,2.0534207758582808
9434,4,6.239813973499211
9434,8,4.019230331721023
9434,12,3.111326045490587
9434,16,2.6422227340885502
9434,20,2.2797350437593553
9434,24,2.095422761664442
9434,28,1.9593824738030114
9434,32,1.8045472203762627
9434,36,1.7259126511552172
157,4,7.731362907224907
157,8,4.788828003252233
157,12,3.7233211110925315
157,16,3.1176977147868774
157,20,2.7041306126761455
157,24,2.483956780701461
157,28,2.251200547308712
157,32,2.1323544677553423
157,36,2.065593410367023
2180,4,6.90733931200732
2180,8,4.203675133080514
2180,12,3.3124656474578775
2180,16,2.773189068104279
2180,20,2.457032586555133
2180,24,2.238267732750238
2180,28,2.0958652114078316
2180,32,1.9361834487717022
2180,36,1.8529093346085381
1632,4,7.743939012567738
1632,8,4.801079822009541
1632,12,3.735014609641805
1632,16,3.1151296616115283
1632,20,2.700738347556756
1632,24,2.452373487551493
1632,28,2.2620582508773155
1632,32,2.1072521343086663
1632,36,2.0010894882935335
9228,4,7.681072567748788
9228,8,4.855053347795034
9228,12,3.7818716593208954
9228,16,3.223881509522076
9228,20,2.8636445805565334
9228,24,2.6232221395847333
9228,28,2.411230522333238
9228,32,2.2349501523681456
9228,36,2.135551745676121
9194,4,8.07435837178678
9194,8,4.975716656033634
9194,12,3.7394412500751857
9194,16,3.0756249167676737
9194,20,2.6942011956167295
9194,24,2.452495147422313
9194,28,2.287797600491367
9194,32,2.115258332185022
9194,36,2.012467914447487
118,4,8.075118811087052
118,8,5.002011319591351
118,12,3.7718582821562663
118,16,3.1494715161697133
118,20,2.7359430692757045
118,24,2.4793799253983866
118,28,2.3028798561107826
118,32,2.146365567049941
118,36,2.0517049856209564
2089,4,6.823136932437669
2089,8,4.427005267629469
2089,12,3.4109501509558853
2089,16,2.9179757833114213
2089,20,2.585769939081979
2089,24,2.3443321490371916
2089,28,2.207331312347117
2089,32,2.0449655317898996
2089,36,1.925658049882865
1618,4,7.287132053631722
1618,8,4.453238975414992
1618,12,3.4930907216888705
1618,16,2.898585080552526
1618,20,2.591862738344201
1618,24,2.312450196016664
1618,28,2.1962291929028663
1618,32,2.0575444277862296
1618,36,1.9468187462060542
8485,4,7.139906288626049
8485,8,4.5049332433063585
8485,12,3.460213187215014
8485,16,2.898186732433133
8485,20,2.5576968403374796
8485,24,2.348190427764172
8485,28,2.214519656402791
8485,32,2.068272971177291
8485,36,1.953339419681828
800,4,7.620631379985941
800,8,4.52088420909663
800,12,3.466163339179682
800,16,2.931824057132054
800,20,2.6243883878563814
800,24,2.33908173186227
800,28,2.1403794732005186
800,32,1.997291878739763
800,36,1.8784265476817747
8075,4,6.208737277624011
8075,8,3.997853988935794
8075,12,3.1634056930610503
8075,16,2.6892299354395903
8075,20,2.471226242546475
8075,24,2.205302697092122
8075,28,2.050989834971273
8075,32,1.9069999523149173
8075,36,1.819690703470886
1887,4,8.848166583839362
1887,8,5.017521129531077
1887,12,3.80056808867386
1887,16,3.1616689255819224
1887,20,2.775452625536076
1887,24,2.487535657155057
1887,28,2.330021978601032
1887,32,2.1459403646519206
1887,36,2.041124128246986
1412,4,6.643750702135264
1412,8,3.970189803955019
1412,12,3.1605721716210726
1412,16,2.6624362227141494
1412,20,2.4270320058853754
1412,24,2.1797965543479263
1412,28,2.035222454275238
1412,32,1.9151574125758528
1412,36,1.79440374450166
7068,4,8.293449960748841
7068,8,5.032978227901198
7068,12,3.8691832960058012
7068,16,3.266191253446435
7068,20,2.8529345477035255
7068,24,2.6082831109183346
7068,28,2.406501528198884
7068,32,2.259035241955165
7068,36,2.114856972465625
1830,4,6.933458887299103
1830,8,4.269480105798983
1830,12,3.2612558334425517
1830,16,2.7953826294133624
1830,20,2.476081680311217
1830,24,2.2194684127138506
1830,28,2.0812838370557873
1830,32,1.9397093714859959
1830,36,1.8478110731547865
4967,4,8.87899861316865
4967,8,5.142119285971327
4967,12,3.9264984138536256
4967,16,3.2782376612819646
4967,20,2.9219983550235735
4967,24,2.631231114950767
4967,28,2.4349621391147926
4967,32,2.317159769030075
4967,36,2.180943294383288
7531,4,6.436267130904502
7531,8,4.008019068187314
7531,12,3.0988489533578143
7531,16,2.575307158524771
7531,20,2.3526702160974167
7531,24,2.1541687353543915
7531,28,1.9410975186088468
7531,32,1.8592363008701667
7531,36,1.7454641403792865
4733,4,7.300844080448276
4733,8,4.223219444097905
4733,12,3.3233481389931914
4733,16,2.771415847633018
4733,20,2.5023265260990155
4733,24,2.2653547234257734
4733,28,2.1069337676645707
4733,32,1.9807721886456886
4733,36,1.8977966492757918
6855,4,7.3861654217826
6855,8,4.454937827343166
6855,12,3.3810097805857344
6855,16,2.801782523499731
6855,20,2.5231366750350688
6855,24,2.2458555201062143
6855,28,2.1108220319060442
6855,32,1.9876350565360206
6855,36,1.8817358135436293
4305,4,6.886949374377595
4305,8,4.288929922086084
4305,12,3.338628101863319
4305,16,2.7859338517728722
4305,20,2.478003341939778
4305,24,2.2300366906895843
4305,28,2.109390032285335
4305,32,1.9513885500503385
4305,36,1.8512252429247542
4705,4,7.164076465045458
4705,8,4.46079425765346
4705,12,3.459890675517046
4705,16,2.940718899290475
4705,20,2.5732322988120253
4705,24,2.376581337495351
4705,28,2.205180933042405
4705,32,2.0684523211035066
4705,36,1.9578917105255615
5444,4,6.624701036654001
5444,8,4.039077657833281
5444,12,3.1695200167409476
5444,16,2.7477949352022053
5444,20,2.467114569834203
5444,24,2.1360673345037173
5444,28,2.030280958786898
5444,32,1.8952122137783243
5444,36,1.8110829352603304
8349,4,7.4117086609250125
8349,8,4.52323482601776
8349,12,3.4375258179896133
8349,16,2.914090743565593
8349,20,2.543711501001902
8349,24,2.3128131226012054
8349,28,2.1931965804862457
8349,32,2.071335347030161
8349,36,1.9453782034137452
7882,4,6.9283296547492785
7882,8,4.315500106986268
7882,12,3.3034593599390236
7882,16,2.805679604363445
7882,20,2.4943082616553087
7882,24,2.278536740702021
7882,28,2.1691309242330163
7882,32,2.022471700257879
7882,36,1.885547971981185
7179,4,6.278555607957289
7179,8,4.07325440458904
7179,12,3.144690125485229
7179,16,2.646066882566521
7179,20,2.375988486253169
7179,24,2.1031920615814412
7179,28,1.981642648410913
7179,32,1.8659417150209021
7179,36,1.7441785201016742
8883,4,5.758296295992005
8883,8,3.660093122817927
8883,12,2.933463363671505
8883,16,2.5503242263534807
8883,20,2.300042785711196
8883,24,2.004449386049235
8883,28,1.8828876959476712
8883,32,1.7573625326060331
8883,36,1.6884789082527243
8764,4,8.139580209743581
8764,8,4.655944914559704
8764,12,3.6706552141672155
8764,16,3.1087857105537027
8764,20,2.7065876560146873
8764,24,2.4684354081607562
8764,28,2.262622062159319
8764,32,2.1396962898707867
8764,36,2.039451348897817
8385,4,6.701914096352573
8385,8,4.124422757073028
8385,12,3.153472907501573
8385,16,2.698134127502399
8385,20,2.344761071489332
8385,24,2.1503816352413914
8385,28,2.0279132749842317
8385,32,1.878624264918447
8385,36,1.7753609755628126
8404,4,6.257327546025772
8404,8,3.920348382252251
8404,12,3.145887554806041
8404,16,2.6862480823094277
8404,20,2.3958686199504164
8404,24,2.1651804022256984
8404,28,2.009925254819613
8404,32,1.8563689948674131
8404,36,1.761685945601227
907,4,6.871007689828866
907,8,4.430567099660982
907,12,3.378872352388886
907,16,2.8219552919730404
907,20,2.5090021547921872
907,24,2.288061643205113
907,28,2.1062620850865876
907,32,1.9524564261950987
907,36,1.875363950906708
8215,4,6.67484495372715
8215,8,3.9449351630964475
8215,12,3.130406659129254
8215,16,2.6972766848043435
8215,20,2.3099513195276336
8215,24,2.119520730250063
8215,28,1.9472041060548457
8215,32,1.8698524393603848
8215,36,1.7488899338709183
5782,4,7.82369083745052
5782,8,4.672374603650464
5782,12,3.6082690517379556
5782,16,2.9896202687970166
5782,20,2.648904534349147
5782,24,2.4585194963202976
5782,28,2.2620509100268578
5782,32,2.0892172669431814
5782,36,1.9907761844037306
1952,4,6.537608211242072
1952,8,4.088284609057227
1952,12,3.1831888343844725
1952,16,2.763145345405144
1952,20,2.3781780309245377
1952,24,2.19580802428984
1952,28,2.0347200150441096
1952,32,1.9072136557651231
1952,36,1.7890489755703738
4895,4,5.66740664143125
4895,8,3.71582424004662
4895,12,2.9482303364058855
4895,16,2.439704418601172
4895,20,2.227065109869555
4895,24,2.0751029863779533
4895,28,1.9209440810489138
4895,32,1.7921128253418552
4895,36,1.6931601291039782
2608,4,7.08291605732123
2608,8,4.32500551886805
2608,12,3.3504560753800727
2608,16,2.8521502313924736
2608,20,2.4355896151945666
2608,24,2.3025152812845318
2608,28,2.150911290980532
2608,32,1.9674156415017212
2608,36,1.8550492965989898
9169,4,8.095314902128822
9169,8,4.812443226473801
9169,12,3.7013569966976347
9169,16,3.14132266408403
9169,20,2.7644317524956636
9169,24,2.4888912145999362
9169,28,2.322810211413247
9169,32,2.1679869698298524
9169,36,2.0116440308640446
8010,4,7.4976783851034146
8010,8,4.72315977671601
8010,12,3.5708834201627817
8010,16,2.9758700205595696
8010,20,2.7021840553429164
8010,24,2.484241447256164
8010,28,2.299924715854878
8010,32,2.1937679224295397
8010,36,2.063052779437313
1531,4,8.170730256402617
1531,8,4.8867359889621715
1531,12,3.711082984541188
1531,16,3.149496850407122
1531,20,2.7422893315459884
1531,24,2.4728934359103913
1531,28,2.2945531443784044
1531,32,2.129987050743359
1531,36,2.0458561224468332
8021,4,6.336788283411794
8021,8,3.9957747567351416
8021,12,3.113522609352264
8021,16,2.592904329726399
8021,20,2.340868069226742
8021,24,2.178192216158165
8021,28,1.9597778982333853
8021,32,1.8572159390777454
8021,36,1.7621541929102402
5453,4,6.107783511558117
5453,8,3.8148147924984412
5453,12,2.95497640285092
5453,16,2.488188875162039
5453,20,2.268966263289818
5453,24,2.063397436208793
5453,28,1.971598984188024
5453,32,1.813045854338359
5453,36,1.7406048173612798
3642,4,5.903848521106461
3642,8,3.9514182533216635
3642,12,3.0964639919202646
3642,16,2.6297759687758644
3642,20,2.340154372639859
3642,24,2.149934737834467
3642,28,1.994153522588537
3642,32,1.8589911536030501
3642,36,1.762617826087373
8019,4,7.05046927364259
8019,8,4.370574771444739
8019,12,3.3958722180332273
8019,16,2.92133868075296
8019,20,2.5775802294628374
8019,24,2.336383319787142
8019,28,2.1762738026161057
8019,32,2.0675205853703775
8019,36,1.9555347405629155
3567,4,7.157658132341882
3567,8,4.202398299055246
3567,12,3.2456657726366296
3567,16,2.736419322586595
3567,20,2.3866387390224273
3567,24,2.163220970630432
3567,28,2.0340624842393016
3567,32,1.881409079041896
3567,36,1.78355967996106
2021,4,6.68705339651021
2021,8,4.073065055760603
2021,12,3.22094549828973
2021,16,2.7704584806150754
2021,20,2.4097677460693023
2021,24,2.188182676962012
2021,28,2.027064113563151
2021,32,1.916351714096588
2021,36,1.8181204420670138
2834,4,6.039226379890194
2834,8,3.734412432425442
2834,12,2.9898719013853516
2834,16,2.582875204786
2834,20,2.246209322271621
2834,24,2.0354824964101383
2834,28,1.916627130587264
2834,32,1.7757215567239548
2834,36,1.6995328386029067
8875,4,7.729944670681346
8875,8,4.654564456959986
8875,12,3.528439345888497
8875,16,3.0042651211847855
8875,20,2.6139481326881504
8875,24,2.333327796503078
8875,28,2.1807289274209647
8875,32,2.0258508510893383
8875,36,1.9468728657840468
5812,4,6.701596065056178
5812,8,4.318724328864092
5812,12,3.378700251514069
5812,16,2.8469686746778473
5812,20,2.472756034115523
5812,24,2.275300589326901
5812,28,2.158664157930519
5812,32,1.9941051572193789
5812,36,1.9267555638921894
3212,4,7.800013564524133
3212,8,4.790598855300298
3212,12,3.629326759629428
3212,16,3.0773880027316745
3212,20,2.746400155689326
3212,24,2.4849476133756374
3212,28,2.2916120457571965
3212,32,2.1443076260426555
3212,36,1.9972610929753984
6856,4,7.864846685564713
6856,8,4.737352919168884
6856,12,3.6522429043645026
6856,16,3.0618885380816905
6856,20,2.669957658058319
6856,24,2.451647684301363
6856,28,2.253450752275026
6856,32,2.0903416416105753
6856,36,1.9794845463592732
8261,4,7.097312811736284
8261,8,4.3966388681965025
8261,12,3.3929951961599683
8261,16,2.881215710122588
8261,20,2.5291415296894284
8261,24,2.2799707616293627
8261,28,2.1293339167215404
8261,32,2.017298268483726
8261,36,1.9252613665789622
4611,4,7.659972090427268
4611,8,4.880539686743361
4611,12,3.6807388948899313
4611,16,3.0833713914922853
4611,20,2.704747412705718
4611,24,2.4239260782414536
4611,28,2.297689473486153
4611,32,2.125456374174038
4611,36,2.0118283243243735
4361,4,7.4772039467521365
4361,8,4.909577058782367
4361,12,3.6424754780241844
4361,16,2.997101750557661
4361,20,2.6711973652354883
4361,24,2.4253923475943258
4361,28,2.2248439410187784
4361,32,2.0772051964926255
4361,36,1.9659239663327548
3462,4,7.102701052305652
3462,8,4.568233744221237
3462,12,3.623108441830838
3462,16,2.9657035063828032
3462,20,2.639546524587725
3462,24,2.3529997046699713
3462,28,2.223079320019416
3462,32,2.078817276559688
3462,36,1.9694836750725788
4828,4,7.538721776388021
4828,8,4.466811499263814
4828,12,3.4863182152594474
4828,16,2.919616132455428
4828,20,2.547913717637594
4828,24,2.298498895366479
4828,28,2.124949893089848
4828,32,1.986800077130452
4828,36,1.8591859655124956
6238,4,9.446821267152204
6238,8,5.508712540719182
6238,12,4.126995298240249
6238,16,3.479062959952811
6238,20,2.9822886534839332
6238,24,2.710648195551323
6238,28,2.465916053388681
6238,32,2.323904490925234
6238,36,2.1362303404953344
2172,4,7.303229612911227
2172,8,4.558838063891013
2172,12,3.442399311852218
2172,16,2.7745036763427415
2172,20,2.6148699895742133
2172,24,2.3062320510328553
2172,28,2.121623443957495
2172,32,1.99074548542886
2172,36,1.8918260596743628
1262,4,5.924336294031733
1262,8,3.8211747264791085
1262,12,2.9894971759532827
1262,16,2.5170873367204085
1262,20,2.2611571675994786
1262,24,2.130611644309696
1262,28,1.939278088735297
1262,32,1.8111674626216971
1262,36,1.6912802265272777
6602,4,8.011289025868612
6602,8,4.718773458013892
6602,12,3.5754132418549927
6602,16,2.9731250916519807
6602,20,2.673562603033777
6602,24,2.459906456546704
6602,28,2.3109733940866057
6602,32,2.149887223354866
6602,36,2.042638557601081
2287,4,7.186429740943832
2287,8,4.4061508620081735
2287,12,3.4400112198967263
2287,16,2.8658614000706373
2287,20,2.5395514416151825
2287,24,2.3481327755372936
2287,28,2.181125936072414
2287,32,2.019803699278953
2287,36,1.9246568245592406
5420,4,5.852211705997706
5420,8,3.8391544106003446
5420,12,3.0896666751272037
5420,16,2.6123211974277694
5420,20,2.3523985318619025
5420,24,2.156704411769601
5420,28,1.9403600187944963
5420,32,1.8353031746312345
5420,36,1.7487583741980224
7395,4,7.314493345093339
7395,8,4.293364553165548
7395,12,3.2801909562689704
7395,16,2.782449909353465
7395,20,2.507846914507102
7395,24,2.255018326805073
7395,28,2.0936455302255337
7395,32,1.951673943780145
7395,36,1.8554176064096362
9266,4,8.371046800228944
9266,8,4.848948258966186
9266,12,3.6436345519330215
9266,16,3.0934568797419497
9266,20,2.693848309511958
9266,24,2.47006258356513
9266,28,2.2863264226751654
9266,32,2.1110049116216714
9266,36,2.0477524693248252
9405,4,7.456893256222022
9405,8,4.434621338973143
9405,12,3.442127868888325
9405,16,2.8759496365201214
9405,20,2.5607410816548066
9405,24,2.30416111291267
9405,28,2.1419442185554565
9405,32,1.9861906783986882
9405,36,1.8669319606938377
8,4,6.427397552796531
8,8,4.09526047275806
8,12,3.158041080440859
8,16,2.6587789867172025
8,20,2.392272885872368
8,24,2.2088828660906232
8,28,1.9906104194861252
8,32,1.894034073204645
8,36,1.7832180039154697
7015,4,8.1334054126051
7015,8,5.072009539707591
7015,12,3.8693479551667136
7015,16,3.261221818173329
7015,20,2.8570455678651707
7015,24,2.5975484771833024
7015,28,2.3902516800147287
7015,32,2.236258481456683
7015,36,2.084818408232445
1389,4,8.106129033751348
1389,8,4.8450722149353265
1389,12,3.66612506163031
1389,16,3.0460912977883976
1389,20,2.6731518712763074
1389,24,2.4460833940886504
1389,28,2.263300090028864
1389,32,2.131652467307455
1389,36,2.0109436279576522
7652,4,6.589097274939162
7652,8,4.066504721618867
7652,12,3.148762411887904
7652,16,2.661403411150269
7652,20,2.3689935974097356
7652,24,2.184561088648078
7652,28,2.032468381148685
7652,32,1.9052750565697625
7652,36,1.8105034479520956
9173,4,7.503315117549462
9173,8,4.65089443068998
9173,12,3.5924799629321997
9173,16,3.090262388493542
9173,20,2.6506538650015483
9173,24,2.401253292723791
9173,28,2.261646241948305
9173,32,2.0564674386633874
9173,36,1.969097899159629
5129,4,7.960437204127507
5129,8,4.824562642847981
5129,12,3.686989445920108
5129,16,3.0845690068147853
5129,20,2.7392794308276587
5129,24,2.4794344659954723
5129,28,2.292403451186083
5129,32,2.136482037484214
5129,36,2.0431283869972763
1328,4,6.7467698421454285
1328,8,4.330496431503734
1328,12,3.317567458156616
1328,16,2.8350769260283366
1328,20,2.571074452366665
1328,24,2.2800950745074506
1328,28,2.136845501037495
1328,32,1.9667614296373708
1328,36,1.8705605618969658
1229,4,6.237923534276942
1229,8,3.943439552069061
1229,12,3.0835612764541707
1229,16,2.6923246849987637
1229,20,2.4068948268154804
1229,24,2.160814560167791
1229,28,1.956638646772603
1229,32,1.8399449220018465
1229,36,1.7702272804784294
5232,4,7.482682725458717
5232,8,4.443142137336167
5232,12,3.4163828682699244
5232,16,2.862420009679864
5232,20,2.5135040733514655
5232,24,2.3145993546392694
5232,28,2.126571206622677
5232,32,2.0007437551674543
5232,36,1.881342329528256
7523,4,7.91122501658706
7523,8,4.962018559975109
7523,12,3.7218765356520533
7523,16,3.108885176804624
7523,20,2.721137158655874
7523,24,2.4543809060162114
7523,28,2.3072392719300705
7523,32,2.1533299811123787
7523,36,2.018741422989767
5541,4,7.529678626090291
5541,8,4.586350748864976
5541,12,3.538972744462351
5541,16,2.9123592163877814
5541,20,2.5809955819293267
5541,24,2.386097028500252
5541,28,2.2181686206000157
5541,32,2.063890046791685
5541,36,1.9512084230826934
6346,4,7.462142425165805
6346,8,4.647311925109392
6346,12,3.465520007755643
6346,16,2.9099465075427235
6346,20,2.576884979060174
6346,24,2.362094994620713
6346,28,2.19454325268806
6346,32,2.0508818512140445
6346,36,1.9476869083276112
836,4,6.806642221421991
836,8,4.2584479340184584
836,12,3.2296653755241422
836,16,2.7499608197176335
836,20,2.421583692507751
836,24,2.1988201150544837
836,28,2.042595824120414
836,32,1.918509257602181
836,36,1.8137460929725848
3293,4,6.859274429813109
3293,8,4.1751425247346905
3293,12,3.297210819841792
3293,16,2.775899578658957
3293,20,2.47020948277493
3293,24,2.235205942143052
3293,28,2.0882924725414314
3293,32,1.963782388208925
3293,36,1.858426347725484
8988,4,6.126729348212087
8988,8,3.954874353842063
8988,12,3.1288754334968023
8988,16,2.6579140477148018
8988,20,2.3581110404313654
8988,24,2.184830609153095
8988,28,2.033845641564281
8988,32,1.9073787994384213
8988,36,1.7913549720370092
3879,4,8.036569467547947
3879,8,4.9767581352262775
3879,12,3.8530088265990257
3879,16,3.2138525292535376
3879,20,2.7861740961318144
3879,24,2.5228167829794077
3879,28,2.3828598563733765
3879,32,2.2219671606491396
3879,36,2.0941266803543668
7616,4,7.79322313953134
7616,8,4.798621599177236
7616,12,3.684022120390393
7616,16,3.071494476432809
7616,20,2.7093911185616033
7616,24,2.4727376322569903
7616,28,2.3096795955081006
7616,32,2.148594948015356
7616,36,2.025844442275704
3665,4,6.670801709977705
3665,8,4.401792568901293
3665,12,3.3429073212967686
3665,16,2.8175495716129664
3665,20,2.4695857487286985
3665,24,2.2305442178680606
3665,28,2.0751805969912716
3665,32,1.9508475351038999
3665,36,1.8648308101552775
7805,4,6.777868193111761
7805,8,4.2184493143983195
7805,12,3.2689014142560486
7805,16,2.7242206648620657
7805,20,2.435637091419145
7805,24,2.206513705935833
7805,28,2.07654700829092
7805,32,1.9569740051648234
7805,36,1.846368733018766
6998,4,5.799828441119143
6998,8,3.9057358795690513
6998,12,3.084916733495254
6998,16,2.6520840987111973
6998,20,2.364856662057916
6998,24,2.1671822003537398
6998,28,1.9707610508755922
6998,32,1.8626734625571557
6998,36,1.7662411350172487
7243,4,7.569255244008268
7243,8,4.499067838280672
7243,12,3.453213925728826
7243,16,2.8513528465425577
7243,20,2.4812605100690437
7243,24,2.32917542103308
7243,28,2.137331314824072
7243,32,2.006320688922813
7243,36,1.8809811133008754
7323,4,7.648742741272238
7323,8,4.6757467275438644
7323,12,3.533380036670158
7323,16,2.9239713480011713
7323,20,2.5397057664094715
7323,24,2.2695814079432357
7323,28,2.117872381177967
7323,32,2.001245528764252
7323,36,1.8987103267288348
4910,4,5.740976110532681
4910,8,3.672891615973462
4910,12,2.9011837867331636
4910,16,2.5903941266489134
4910,20,2.286731164746196
4910,24,2.029879266463246
4910,28,1.8866637064183576
4910,32,1.7846678125881508
4910,36,1.697955522618237
8463,4,6.47968989639998
8463,8,3.9252415382781516
8463,12,3.093572439328362
8463,16,2.6615840496236327
8463,20,2.387151936281015
8463,24,2.1653991980882874
8463,28,1.990389556657999
8463,32,1.873791347085881
8463,36,1.788129700934031
6108,4,7.393001534810111
6108,8,4.319761492478148
6108,12,3.3593999870367486
6108,16,2.839304489247609
6108,20,2.518530805557162
6108,24,2.281457610001972
6108,28,2.1274241080996754
6108,32,1.9863899710674238
6108,36,1.8760909627523406
3168,4,7.7800531112452465
3168,8,4.780345648978689
3168,12,3.6272396012417176
3168,16,3.0196603957602877
3168,20,2.7287435006865306
3168,24,2.39164139306163
3168,28,2.2170799672701063
3168,32,2.073470294509956
3168,36,1.9751963357550584
4261,4,6.947648044516098
4261,8,4.205496805917872
4261,12,3.278132265767535
4261,16,2.845709505164615
4261,20,2.5274209441829347
4261,24,2.2773269206390387
4261,28,2.1091866941589723
4261,32,2.0115468981719418
4261,36,1.8776365456488127
8112,4,7.342347814241565
8112,8,4.478051157787212
8112,12,3.4184565321501683
8112,16,2.913267008014026
8112,20,2.5782475067544777
8112,24,2.303452468728873
8112,28,2.1261411237662338
8112,32,1.9907374813219052
8112,36,1.8873878113478713
7443,4,9.358287274955217
7443,8,5.263493718848942
7443,12,4.065749656592327
7443,16,3.3602733653486343
7443,20,2.912614309202963
7443,24,2.6475439335864848
7443,28,2.460413596206194
7443,32,2.3140706097425565
7443,36,2.1830654678784933
2426,4,7.0633121946593524
2426,8,4.304669465370961
2426,12,3.3505594024260854
2426,16,2.7971170268577557
2426,20,2.468924645879237
2426,24,2.2462476503678506
2426,28,2.0849227067149143
2426,32,1.970802031241565
2426,36,1.8459275322411426
7315,4,6.646663945674829
7315,8,4.200173806573172
7315,12,3.28295008721624
7315,16,2.819200547619609
7315,20,2.5015371756744225
7315,24,2.2765050931781006
7315,28,2.0855516071611753
7315,32,1.9603381175473913
7315,36,1.873657172277009
1741,4,6.293495832281172
1741,8,3.8893174545740186
1741,12,3.0591386817158184
1741,16,2.5713126781672258
1741,20,2.294822828644633
1741,24,2.0748844742017596
1741,28,1.9518509895290859
1741,32,1.8392542208915688
1741,36,1.7303525688729622
957,4,5.979961287298016
957,8,3.843716420328947
957,12,2.9993300667938887
957,16,2.4029854704468065
957,20,2.312192283656597
957,24,2.0268603823410074
957,28,1.957420217697324
957,32,1.8325448168811842
957,36,1.7297865092064248
2066,4,10.678801334341001
2066,8,5.846994546878761
2066,12,4.456425238298944
2066,16,3.644283709667517
2066,20,3.1980432104436134
2066,24,2.907066099011595
2066,28,2.6607322282285315
